Debbug/e_cond_ij_0/e,Debbug/e_cond_ij_0/gt,Debbug/e_cond_ij_1/e,Debbug/e_cond_ij_1/gt,Debbug/e_cond_ij_2/e,Debbug/e_cond_ij_2/gt,Debbug/e_cond_ij_3/e,Debbug/e_cond_ij_3/gt,Debbug/e_cond_ij_4/e,Debbug/e_cond_ij_4/gt,Debbug/e_i_cond_slash0/e,Debbug/e_i_cond_slash0/gt,Debbug/e_i_cond_slash1/e,Debbug/e_i_cond_slash1/gt,Debbug/e_i_cond_slash2/e,Debbug/e_i_cond_slash2/gt,Debbug/e_i_cond_slash3/e,Debbug/e_i_cond_slash3/gt,Debbug/e_i_cond_slash4/e,Debbug/e_i_cond_slash4/gt,Debbug/e_i_cond_slash5/e,Debbug/e_i_cond_slash5/gt,Debbug/e_joint/e,Debbug/e_joint/gt,Debbug/e_joint_i0/e,Debbug/e_joint_i0/gt,Debbug/e_joint_i1/e,Debbug/e_joint_i1/gt,Debbug/e_joint_i2/e,Debbug/e_joint_i2/gt,Debbug/e_joint_i3/e,Debbug/e_joint_i3/gt,Debbug/e_joint_i4/e,Debbug/e_joint_i4/gt,Debbug/e_joint_i5/e,Debbug/e_joint_i5/gt,Debbug/e_marg_i0/e,Debbug/e_marg_i0/gt,Debbug/e_marg_i1/e,Debbug/e_marg_i1/gt,Debbug/e_marg_i2/e,Debbug/e_marg_i2/gt,Debbug/e_marg_i3/e,Debbug/e_marg_i3/gt,Debbug/e_marg_i4/e,Debbug/e_marg_i4/gt,Debbug/e_marg_i5/e,Debbug/e_marg_i5/gt,Measures/dtc/e,Measures/dtc/gt,Measures/o_inf/e,Measures/o_inf/gt,Measures/tc/e,Measures/tc/gt,epoch,g_o_inf/i_x0/e,g_o_inf/i_x0/gt,g_o_inf/i_x1/e,g_o_inf/i_x1/gt,g_o_inf/i_x2/e,g_o_inf/i_x2/gt,g_o_inf/i_x3/e,g_o_inf/i_x3/gt,g_o_inf/i_x4/e,g_o_inf/i_x4/gt,g_o_inf/i_x5/e,g_o_inf/i_x5/gt,loss,loss_test,step
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.823772430419922,6.301831973114974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,-2.862247109413147,1.1200200328268641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,-5.4563515186309814,1.1200200328268624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.746142864227295,1.4189385332046727,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.962822914123535,6.4734051449694245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,-4.688419342041016,0.9484468609724139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,-5.452817678451538,1.1200200328268624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.75187873840332,1.4189385332046727,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.92479133605957,6.572630614331343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,-4.75355076789856,0.8492213916104951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,-5.44084620475769,1.1200200328268624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9902241230010986,1.4189385332046727,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.63382339477539,6.226057024051371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,-3.951111078262329,1.1957949818904678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,,,-23.68010139465332,7.4218520059418385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
