Debbug/e_i_cond_slash0/e,Debbug/e_i_cond_slash0/gt,Debbug/e_i_cond_slash1/e,Debbug/e_i_cond_slash1/gt,Debbug/e_i_cond_slash2/e,Debbug/e_i_cond_slash2/gt,Debbug/e_joint/e,Debbug/e_joint/gt,Debbug/e_marg_i0/e,Debbug/e_marg_i0/gt,Debbug/e_marg_i1/e,Debbug/e_marg_i1/gt,Debbug/e_marg_i2/e,Debbug/e_marg_i2/gt,Measures/dtc/e,Measures/dtc/gt,Measures/o_inf/e,Measures/o_inf/gt,Measures/tc/e,Measures/tc/gt,epoch,loss,loss_test,step
,,,,,,,,,,,,,,,,,,,,0,2.0441439031711335,,0
,,,,,,,,,,,,,,,,,,,,0,1.7734394388232857,,1
,,,,,,,,,,,,,,,,,,,,0,1.3403530392376155,,2
,,,,,,,,,,,,,,,,,,,,0,1.3798636767623031,,3
,,,,,,,,,,,,,,,,,,,,0,1.3842480117621552,,4
,,,,,,,,,,,,,,,,,,,,0,1.2935215075376607,,5
,,,,,,,,,,,,,,,,,,,,0,1.317532429013721,,6
,,,,,,,,,,,,,,,,,,,,0,1.4206545332613976,,7
,,,,,,,,,,,,,,,,,,,,0,1.663770084100036,,8
,,,,,,,,,,,,,,,,,,,,0,1.5309943032508235,,9
,,,,,,,,,,,,,,,,,,,,0,1.5061282667154998,,10
,,,,,,,,,,,,,,,,,,,,0,1.5590944901554429,,11
,,,,,,,,,,,,,,,,,,,,0,1.5796776293627461,,12
,,,,,,,,,,,,,,,,,,,,0,1.3061386096243726,,13
,,,,,,,,,,,,,,,,,,,,0,1.431491747205275,,14
,,,,,,,,,,,,,,,,,,,,0,1.5203166858566513,,15
,,,,,,,,,,,,,,,,,,,,0,1.4163362537448134,,16
,,,,,,,,,,,,,,,,,,,,0,1.5482889852348394,,17
,,,,,,,,,,,,,,,,,,,,0,1.4010751157682497,,18
,,,,,,,,,,,,,,,,,,,,0,,1.4142333058430856,18
,,,,,,,,,,,,,,,,,,,,1,1.3433333110789079,,19
,,,,,,,,,,,,,,,,,,,,1,1.214173545780473,,20
,,,,,,,,,,,,,,,,,,,,1,1.6233303414357483,,21
,,,,,,,,,,,,,,,,,,,,1,1.3183446597310697,,22
,,,,,,,,,,,,,,,,,,,,1,1.2267003399828837,,23
,,,,,,,,,,,,,,,,,,,,1,1.4340440865377837,,24
,,,,,,,,,,,,,,,,,,,,1,1.3585826910960541,,25
,,,,,,,,,,,,,,,,,,,,1,1.4193349998095284,,26
,,,,,,,,,,,,,,,,,,,,1,1.6430433269130256,,27
,,,,,,,,,,,,,,,,,,,,1,1.3986447493531295,,28
,,,,,,,,,,,,,,,,,,,,1,1.545845015045816,,29
,,,,,,,,,,,,,,,,,,,,1,1.2833552792328085,,30
,,,,,,,,,,,,,,,,,,,,1,1.3475479290533567,,31
,,,,,,,,,,,,,,,,,,,,1,1.269292071998068,,32
,,,,,,,,,,,,,,,,,,,,1,1.496501610710856,,33
,,,,,,,,,,,,,,,,,,,,1,1.0866700634526127,,34
,,,,,,,,,,,,,,,,,,,,1,1.2774156122569003,,35
,,,,,,,,,,,,,,,,,,,,1,1.5170678267859266,,36
,,,,,,,,,,,,,,,,,,,,1,1.016878474224899,,37
,,,,,,,,,,,,,,,,,,,,1,,1.1706843014798693,37
,,,,,,,,,,,,,,,,,,,,2,1.3583452274025671,,38
,,,,,,,,,,,,,,,,,,,,2,1.13005341967395,,39
,,,,,,,,,,,,,,,,,,,,2,1.149795868107587,,40
,,,,,,,,,,,,,,,,,,,,2,1.35435898785235,,41
,,,,,,,,,,,,,,,,,,,,2,1.039792550091723,,42
,,,,,,,,,,,,,,,,,,,,2,1.2688904896108777,,43
,,,,,,,,,,,,,,,,,,,,2,1.230221696597742,,44
,,,,,,,,,,,,,,,,,,,,2,1.2420561606939593,,45
,,,,,,,,,,,,,,,,,,,,2,1.054272680817125,,46
,,,,,,,,,,,,,,,,,,,,2,1.0760048895648993,,47
,,,,,,,,,,,,,,,,,,,,2,1.0500663909673644,,48
,,,,,,,,,,,,,,,,,,,,2,1.1527412498592335,,49
,,,,,,,,,,,,,,,,,,,,2,1.3962126495350677,,50
,,,,,,,,,,,,,,,,,,,,2,1.1482906692921575,,51
,,,,,,,,,,,,,,,,,,,,2,1.2546199156289073,,52
,,,,,,,,,,,,,,,,,,,,2,1.3649256951505326,,53
,,,,,,,,,,,,,,,,,,,,2,1.0078026453559639,,54
,,,,,,,,,,,,,,,,,,,,2,0.9958658033083208,,55
,,,,,,,,,,,,,,,,,,,,2,1.1959381621723106,,56
,,,,,,,,,,,,,,,,,,,,2,,1.1029664979456852,56
,,,,,,,,,,,,,,,,,,0.016601605340838432,0.5697171415941797,,,,57
,,,,,,,,,,,,,,,,-0.004640433005988598,-0.12391808195228782,,,,,,57
,,,,,,,,,,,,,,0.02124203834682703,0.6936352235464676,,,,,,,,57
,,,,,,,,-2.0232964754104614,1.4189385332046727,,,,,,,,,,,,,,57
-2.0099966526031494,0.9484468609724126,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,-5.780181646347046,1.4189385332046727,,,,,,,,,,,,57
,,-5.7435829639434814,0.8492213916104934,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,-2.8079644441604614,1.4189385332046727,,,,,,,,,,57
,,,,-2.79094922542572,1.195794981890466,,,,,,,,,,,,,,,,,,57
,,,,,,-10.894084930419922,3.6870984580198387,,,,,,,,,,,,,,,,57
