Debbug/e_i_cond_slash0/e,Debbug/e_i_cond_slash0/gt,Debbug/e_i_cond_slash1/e,Debbug/e_i_cond_slash1/gt,Debbug/e_i_cond_slash2/e,Debbug/e_i_cond_slash2/gt,Debbug/e_joint/e,Debbug/e_joint/gt,Debbug/e_marg_i0/e,Debbug/e_marg_i0/gt,Debbug/e_marg_i1/e,Debbug/e_marg_i1/gt,Debbug/e_marg_i2/e,Debbug/e_marg_i2/gt,Measures/dtc/e,Measures/dtc/gt,Measures/o_inf/e,Measures/o_inf/gt,Measures/tc/e,Measures/tc/gt,epoch,loss,loss_test,step
,,,,,,,,,,,,,,,,,,,,0,2.251252586697398,,0
,,,,,,,,,,,,,,,,,,,,0,1.9253081184914869,,1
,,,,,,,,,,,,,,,,,,,,0,1.7352099643100463,,2
,,,,,,,,,,,,,,,,,,,,0,1.5696911740513724,,3
,,,,,,,,,,,,,,,,,,,,0,1.8344682830148489,,4
,,,,,,,,,,,,,,,,,,,,0,1.271415697173966,,5
,,,,,,,,,,,,,,,,,,,,0,1.2450355114223992,,6
,,,,,,,,,,,,,,,,,,,,0,1.4281782394254745,,7
,,,,,,,,,,,,,,,,,,,,0,1.5197480803035992,,8
,,,,,,,,,,,,,,,,,,,,0,1.3041877424680741,,9
,,,,,,,,,,,,,,,,,,,,0,1.5121781487482746,,10
,,,,,,,,,,,,,,,,,,,,0,1.1911170281989407,,11
,,,,,,,,,,,,,,,,,,,,0,1.63728670078893,,12
,,,,,,,,,,,,,,,,,,,,0,1.3582088158528576,,13
,,,,,,,,,,,,,,,,,,,,0,1.4966132188172327,,14
,,,,,,,,,,,,,,,,,,,,0,1.3864685958271936,,15
,,,,,,,,,,,,,,,,,,,,0,1.3649234331166995,,16
,,,,,,,,,,,,,,,,,,,,0,1.4865507549924875,,17
,,,,,,,,,,,,,,,,,,,,0,1.37012757136551,,18
,,,,,,,,,,,,,,,,,,,,0,,1.3248519034186763,18
,,,,,,,,,,,,,,,,,,,,1,1.2647479434206943,,19
,,,,,,,,,,,,,,,,,,,,1,1.4758008413918526,,20
,,,,,,,,,,,,,,,,,,,,1,1.339366110933764,,21
,,,,,,,,,,,,,,,,,,,,1,1.4066439249619545,,22
,,,,,,,,,,,,,,,,,,,,1,1.2910262772546033,,23
,,,,,,,,,,,,,,,,,,,,1,1.3776957033535888,,24
,,,,,,,,,,,,,,,,,,,,1,1.1974902810257597,,25
,,,,,,,,,,,,,,,,,,,,1,1.1908954483898322,,26
,,,,,,,,,,,,,,,,,,,,1,1.5336440942272875,,27
,,,,,,,,,,,,,,,,,,,,1,1.2817665303720007,,28
,,,,,,,,,,,,,,,,,,,,1,1.3297962977086317,,29
,,,,,,,,,,,,,,,,,,,,1,1.3306358386322568,,30
,,,,,,,,,,,,,,,,,,,,1,1.417349917563695,,31
,,,,,,,,,,,,,,,,,,,,1,1.0896675103514852,,32
,,,,,,,,,,,,,,,,,,,,1,1.4133709782445008,,33
,,,,,,,,,,,,,,,,,,,,1,1.1883278073061931,,34
,,,,,,,,,,,,,,,,,,,,1,1.7080497123432243,,35
,,,,,,,,,,,,,,,,,,,,1,1.3860652014955452,,36
,,,,,,,,,,,,,,,,,,,,1,1.259111472702014,,37
,,,,,,,,,,,,,,,,,,,,1,,1.2217654121685477,37
,,,,,,,,,,,,,,,,,,,,2,1.2312685996217527,,38
,,,,,,,,,,,,,,,,,,,,2,1.2016207215159755,,39
,,,,,,,,,,,,,,,,,,,,2,1.2832583302621616,,40
,,,,,,,,,,,,,,,,,,,,2,1.3302429137945988,,41
,,,,,,,,,,,,,,,,,,,,2,1.0126067717352591,,42
,,,,,,,,,,,,,,,,,,,,2,1.3287593845905343,,43
,,,,,,,,,,,,,,,,,,,,2,1.0525938669500265,,44
,,,,,,,,,,,,,,,,,,,,2,1.1911785368076437,,45
,,,,,,,,,,,,,,,,,,,,2,0.9160093419743974,,46
,,,,,,,,,,,,,,,,,,,,2,1.1469837934038334,,47
,,,,,,,,,,,,,,,,,,,,2,1.0029993426511958,,48
,,,,,,,,,,,,,,,,,,,,2,0.9826057046548244,,49
,,,,,,,,,,,,,,,,,,,,2,1.088864439014431,,50
,,,,,,,,,,,,,,,,,,,,2,1.209251777138403,,51
,,,,,,,,,,,,,,,,,,,,2,1.0611017469639972,,52
,,,,,,,,,,,,,,,,,,,,2,1.0359454510885144,,53
,,,,,,,,,,,,,,,,,,,,2,1.002813722816284,,54
,,,,,,,,,,,,,,,,,,,,2,1.002470845053143,,55
,,,,,,,,,,,,,,,,,,,,2,1.1041254523936683,,56
,,,,,,,,,,,,,,,,,,,,2,,1.0851410421065606,56
,,,,,,,,,,,,,,,,,,0.011015912052243948,0.52206205169202,,,,57
,,,,,,,,,,,,,,,,-0.0055524627678096294,0.1473686022506091,,,,,,57
,,,,,,,,,,,,,,0.016568374820053577,0.3746934494414109,,,,,,,,57
,,,,,,,,-3.9718607664108276,1.4189385332046727,,,,,,,,,,,,,,57
-3.9290026426315308,1.1200200328268628,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,-3.504748821258545,1.4189385332046727,,,,,,,,,,,,57
,,-3.4604954719543457,1.1200200328268628,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,-3.2229156494140625,1.4189385332046727,,,,,,,,,,57
,,,,-3.1624372005462646,1.1200200328268628,,,,,,,,,,,,,,,,,,57
,,,,,,-11.016366004943848,3.7347535479219984,,,,,,,,,,,,,,,,57
