Debbug/e_i_cond_slash0/e,Debbug/e_i_cond_slash0/gt,Debbug/e_i_cond_slash1/e,Debbug/e_i_cond_slash1/gt,Debbug/e_i_cond_slash2/e,Debbug/e_i_cond_slash2/gt,Debbug/e_i_cond_slash3/e,Debbug/e_i_cond_slash3/gt,Debbug/e_i_cond_slash4/e,Debbug/e_i_cond_slash4/gt,Debbug/e_i_cond_slash5/e,Debbug/e_i_cond_slash5/gt,Debbug/e_joint/e,Debbug/e_joint/gt,Debbug/e_marg_i0/e,Debbug/e_marg_i0/gt,Debbug/e_marg_i1/e,Debbug/e_marg_i1/gt,Debbug/e_marg_i2/e,Debbug/e_marg_i2/gt,Debbug/e_marg_i3/e,Debbug/e_marg_i3/gt,Debbug/e_marg_i4/e,Debbug/e_marg_i4/gt,Debbug/e_marg_i5/e,Debbug/e_marg_i5/gt,Measures/dtc/e,Measures/dtc/gt,Measures/o_inf/e,Measures/o_inf/gt,Measures/tc/e,Measures/tc/gt,epoch,loss,loss_test,step
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.851294542609768,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.560893125136928,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.3320448113550594,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.3368178325324584,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.036523751056742,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.9927875944708282,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.1373783624117504,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.136082658308662,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.6163046241690049,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.7154989121469248,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.8827459486675089,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.105985496813376,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.4954151091971541,,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.5665117787221372,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.1686944301878643,,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.989785415748454,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.8424822752384848,,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.9331517259827853,,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.213754063285199,,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1.8221277951204493,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8984635627102069,,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0094856635927103,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7804174432191462,,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5947750368494833,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.9956673525377755,,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6504296232602143,,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.9783915874533964,,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5581303090332452,,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6339903092950394,,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8977680136494675,,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.760440264858322,,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.058561867570415,,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7176017821924594,,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6488536472210338,,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.985307082096168,,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.917326229154821,,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.6560437984967593,,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.7384802546663316,,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4935615423231154,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.8072021044556927,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0055506415522024,,38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.9141169626049823,,39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.513173270612944,,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.6261673495917168,,41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.657437289785923,,42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.8655253105781728,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.7412706688199375,,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.857787772694771,,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.6180710418519189,,46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.5337988502111326,,47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.6861670193779568,,48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.3550514771275983,,49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.7849451211395508,,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.324544519125218,,51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.6947265253880028,,52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.4939300216215896,,53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.7554062047986982,,54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.802873766542767,,55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.3750847510997046,,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1.442312380746853,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006004005903378129,1.0917791932861967,,,,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0058301694225519896,0.02345052029832928,,,,,,57
,,,,,,,,,,,,,,,,,,,,,,,,,,0.011834175325930119,1.0683286729878674,,,,,,,,57
,,,,,,,,,,,,,,-1.3579583168029785,1.4189385332046727,,,,,,,,,,,,,,,,,,,,57
-1.354034185409546,1.1200200328268641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,-4.889589071273804,1.4189385332046727,,,,,,,,,,,,,,,,,,57
,,-4.871334552764893,1.1200200328268641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,-7.549023628234863,1.4189385332046727,,,,,,,,,,,,,,,,57
,,,,-7.474133014678955,1.1200200328268641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,-1.2090482711791992,1.4189385332046727,,,,,,,,,,,,,,57
,,,,,,-1.186158537864685,0.9484468609724139,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,,,-4.086482048034668,1.4189385332046727,,,,,,,,,,,,57
,,,,,,,,-4.034919023513794,0.8492213916104951,,,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,,,,,,,,,-5.30722188949585,1.4189385332046727,,,,,,,,,,57
,,,,,,,,,,-5.244325160980225,1.1957949818904678,,,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,-24.53951644897461,7.4218520059418385,,,,,,,,,,,,,,,,,,,,,,57
