Debbug/e_i_cond_slash0/e,Debbug/e_i_cond_slash0/gt,Debbug/e_i_cond_slash1/e,Debbug/e_i_cond_slash1/gt,Debbug/e_i_cond_slash2/e,Debbug/e_i_cond_slash2/gt,Debbug/e_joint/e,Debbug/e_joint/gt,Debbug/e_marg_i0/e,Debbug/e_marg_i0/gt,Debbug/e_marg_i1/e,Debbug/e_marg_i1/gt,Debbug/e_marg_i2/e,Debbug/e_marg_i2/gt,Measures/dtc/e,Measures/dtc/gt,Measures/o_inf/e,Measures/o_inf/gt,Measures/tc/e,Measures/tc/gt,epoch,loss,loss_test,step
,,,,,,,,,,,,,,,,,,,,0,1.803580219644726,,0
,,,,,,,,,,,,,,,,,,,,0,1.5691451154779616,,1
,,,,,,,,,,,,,,,,,,,,0,1.2006568448390817,,2
,,,,,,,,,,,,,,,,,,,,0,1.4748632933747658,,3
,,,,,,,,,,,,,,,,,,,,0,1.4744595931081643,,4
,,,,,,,,,,,,,,,,,,,,0,1.2483206242054514,,5
,,,,,,,,,,,,,,,,,,,,0,1.5211939023899714,,6
,,,,,,,,,,,,,,,,,,,,0,1.3673759144044113,,7
,,,,,,,,,,,,,,,,,,,,0,1.4376335469602095,,8
,,,,,,,,,,,,,,,,,,,,0,1.3418741698972458,,9
,,,,,,,,,,,,,,,,,,,,0,1.2286164964875637,,10
,,,,,,,,,,,,,,,,,,,,0,1.250315049310704,,11
,,,,,,,,,,,,,,,,,,,,0,1.6993963430030967,,12
,,,,,,,,,,,,,,,,,,,,0,1.275201391096407,,13
,,,,,,,,,,,,,,,,,,,,0,1.508644360662185,,14
,,,,,,,,,,,,,,,,,,,,0,1.6162793752116125,,15
,,,,,,,,,,,,,,,,,,,,0,1.3504585790610761,,16
,,,,,,,,,,,,,,,,,,,,0,1.5633955784545042,,17
,,,,,,,,,,,,,,,,,,,,0,1.4601809298500557,,18
,,,,,,,,,,,,,,,,,,,,0,,1.2301274442012677,18
,,,,,,,,,,,,,,,,,,,,1,1.1924180854670947,,19
,,,,,,,,,,,,,,,,,,,,1,1.3833121556939705,,20
,,,,,,,,,,,,,,,,,,,,1,1.4193275600764457,,21
,,,,,,,,,,,,,,,,,,,,1,1.508994377758996,,22
,,,,,,,,,,,,,,,,,,,,1,1.4696055608379794,,23
,,,,,,,,,,,,,,,,,,,,1,1.270735817299466,,24
,,,,,,,,,,,,,,,,,,,,1,1.2887251192835119,,25
,,,,,,,,,,,,,,,,,,,,1,1.3155193491971375,,26
,,,,,,,,,,,,,,,,,,,,1,1.4538109228568143,,27
,,,,,,,,,,,,,,,,,,,,1,1.2881969321496298,,28
,,,,,,,,,,,,,,,,,,,,1,1.4096735429621754,,29
,,,,,,,,,,,,,,,,,,,,1,1.1092953818922757,,30
,,,,,,,,,,,,,,,,,,,,1,1.2557386736891827,,31
,,,,,,,,,,,,,,,,,,,,1,1.3261072921982489,,32
,,,,,,,,,,,,,,,,,,,,1,1.2902217340597468,,33
,,,,,,,,,,,,,,,,,,,,1,1.2214014231999273,,34
,,,,,,,,,,,,,,,,,,,,1,1.2682482747992394,,35
,,,,,,,,,,,,,,,,,,,,1,1.1041989574867472,,36
,,,,,,,,,,,,,,,,,,,,1,1.3635538105639096,,37
,,,,,,,,,,,,,,,,,,,,1,,1.1392952111502626,37
,,,,,,,,,,,,,,,,,,,,2,1.092932277996724,,38
,,,,,,,,,,,,,,,,,,,,2,1.0999611619009202,,39
,,,,,,,,,,,,,,,,,,,,2,1.1341544779661765,,40
,,,,,,,,,,,,,,,,,,,,2,1.1035195493742234,,41
,,,,,,,,,,,,,,,,,,,,2,1.032119124759834,,42
,,,,,,,,,,,,,,,,,,,,2,1.038757361320918,,43
,,,,,,,,,,,,,,,,,,,,2,1.238739776039612,,44
,,,,,,,,,,,,,,,,,,,,2,1.170998611875213,,45
,,,,,,,,,,,,,,,,,,,,2,1.2456879429357846,,46
,,,,,,,,,,,,,,,,,,,,2,1.0221953138449837,,47
,,,,,,,,,,,,,,,,,,,,2,1.0376856462905644,,48
,,,,,,,,,,,,,,,,,,,,2,1.1519043157783637,,49
,,,,,,,,,,,,,,,,,,,,2,1.246404792914812,,50
,,,,,,,,,,,,,,,,,,,,2,1.1118441656032458,,51
,,,,,,,,,,,,,,,,,,,,2,1.1682068970442447,,52
,,,,,,,,,,,,,,,,,,,,2,1.0258753323139318,,53
,,,,,,,,,,,,,,,,,,,,2,0.9396198269372781,,54
,,,,,,,,,,,,,,,,,,,,2,1.0844701582940195,,55
,,,,,,,,,,,,,,,,,,,,2,0.8939782447459191,,56
,,,,,,,,,,,,,,,,,,,,2,,1.007990950653252,56
,,,,,,,,,,,,,,,,,,0.0037313406355679035,0.52206205169202,,,,57
,,,,,,,,,,,,,,,,-0.0006324236746877432,0.1473686022506091,,,,,,57
,,,,,,,,,,,,,,0.004363764310255647,0.3746934494414109,,,,,,,,57
,,,,,,,,-2.5823886394500732,1.4189385332046727,,,,,,,,,,,,,,57
-2.5783393383026123,1.1200200328268628,,,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,-3.185110092163086,1.4189385332046727,,,,,,,,,,,,57
,,-3.1704325675964355,1.1200200328268628,,,,,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,-2.126732349395752,1.4189385332046727,,,,,,,,,,57
,,,,-2.114234209060669,1.1200200328268628,,,,,,,,,,,,,,,,,,57
,,,,,,-8.041391849517822,3.7347535479219984,,,,,,,,,,,,,,,,57
